RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,Respiratory Cases,Cardiovascular Cases,Hospital Admissions,HealthImpactScore,HealthImpactClass
1,187,295.85303918510846,13.038560436938209,6.639263013112351,66.16114965083923,54.62427997507646,5.150335038375795,84.42434365437401,6.13775544737303,7,5,1,97.24404109007624,0
2,475,246.25470277893865,9.984497132675818,16.318326077385393,90.49952259723248,169.62172753232073,1.5433782900586372,46.851414776666765,4.521421553573566,10,2,0,100,0
3,365,84.44319073527582,23.11133976726776,96.31781102157557,17.875850347106436,9.006793603406171,1.169483416821425,17.806977221315286,11.157383587095596,13,3,0,100,0
4,299,21.020608716356836,14.27340277787601,81.2344025822972,48.32361562451519,93.16103260585837,21.925276294763393,99.47337305761988,15.3024996231901,8,8,1,100,0
5,78,16.98766721326741,152.11162310398458,121.23546115635352,90.86616698450506,241.795138448498,9.217516717207468,24.906836874391526,14.534733378806292,9,0,1,95.18264321339886,0
6,77,36.11344485166015,97.11324045668584,87.76956194227279,32.26120614414177,136.9997141230019,-1.441781262084687,32.63590353330903,4.675127017944149,13,5,2,70.36149125287515,1
7,29,174.2305750843265,68.57841826979593,186.81536985429688,96.76641981464208,44.98239668275037,34.37859224938798,24.679305048235555,6.610047005392019,10,2,2,65.81994866931959,1
8,433,278.62902636164773,83.67378202640143,106.9479430827022,9.707749047365745,131.5660144464938,33.70743439688971,40.37315661808706,17.376643660007524,11,8,1,100,0
9,300,149.02302840179533,185.78934711452467,138.74521229248845,90.26711702750367,59.40987763866848,33.12314617661176,36.03521203537049,14.46487489032816,8,6,4,100,0
10,354,252.8836447368591,182.15036254762944,179.2970545284993,44.52121220658587,117.95743735918884,9.537247112889638,64.09920236943114,14.25387810705124,13,5,1,100,0
11,10,133.76598595794235,143.13529602451538,29.374375166641475,7.374416514116067,146.350041824353,-7.1508773244773804,99.6814012977356,5.37810152663782,9,7,4,63.12113325976491,1
12,484,212.5750637303476,176.93647548433756,45.94693082370571,87.95215925860875,104.86743375330852,-4.662899105278198,14.725814993701166,15.840086153488713,8,4,1,100,0
13,416,219.56182118595024,63.929605517524955,21.463732094803017,25.194021240911347,281.09068513015825,3.80240398856496,80.05988019639898,7.168355908648756,11,2,2,100,0
14,106,52.18911177100159,76.22186520165657,27.927679845982457,2.2250125495225204,168.7590892669146,0.998500205432732,21.51927319658379,8.027810403186198,8,4,0,71.64276282750778,1
15,90,108.36481769274351,122.7424363708456,102.51679338684664,13.580710556919229,252.867802184069,33.69928100744177,11.785152216899409,5.7512217800145216,10,3,2,96.90368407007328,0
16,91,191.19064696140717,124.72518945945284,64.2358517934928,65.91147418997616,228.2185641166741,39.317909019462974,67.47191381041253,2.427804940784839,13,3,2,100,0
17,152,21.208982455309854,96.3399676024682,84.63456790535098,97.78114891381948,198.34989278033297,30.833683116590116,88.59837059824305,8.407871259915963,13,11,1,98.25065400538938,0
18,262,108.46205632888696,80.13156968759066,196.49796635881236,11.14621395835168,149.06662449077467,26.49244513745942,25.866865598355577,0.3387900384473719,8,2,0,100,0
19,215,160.43983988435772,197.236062321739,31.34086955918962,46.1948048124762,0.6521351344762505,19.43120699636571,40.745240617775266,9.118204788545194,7,3,1,100,0
20,145,298.8673479133916,164.22472522354488,108.16241415961512,18.06365509475325,184.04028016562515,28.49541495899364,25.187518380076945,14.500128762063058,12,5,3,100,0
21,305,142.36006878673223,86.99603957760904,19.77423101073019,74.50365341015922,106.78723590074932,37.351665609619545,91.58568123726252,19.2149006552895,10,7,3,100,0
22,69,244.81702713429704,145.4584954479137,63.69926265277572,11.805889976181415,35.32865004039564,20.067233495354053,34.33243891763103,1.5722628913206682,9,5,0,83.9085918496112,0
23,146,129.6201855199853,53.9123386504919,105.50518473491972,23.98417484808896,133.38787908362332,-2.269337799008305,50.02416022654922,5.625814083509901,14,0,2,92.48687487241332,0
24,183,238.91721678591267,20.033865247465975,189.32634919306756,19.640596764907137,220.66599668499143,-1.807084136564015,90.52671486547705,9.882621032234004,9,5,0,100,0
25,228,178.6244404860325,70.48620511054813,78.24564425669661,55.25197803669779,288.50333840961116,19.19314015642931,59.758228338640464,3.4077589740383263,7,9,3,100,0
26,392,265.9786324507195,80.59456002467884,12.981339242933965,87.31840920006323,112.2314673366246,6.67342698924039,93.95648206918352,2.3365704415260935,18,4,0,100,0
27,99,123.28276570503296,3.3074249121341603,77.63228959206339,51.109020115641854,162.816989611493,35.51236876224847,93.38053731823352,9.04636210901101,5,9,2,67.31327125925885,1
28,257,181.2913259464437,162.95840032717922,29.148235174795545,5.824345277147125,255.3733150090755,20.582116691798618,51.54409179043488,11.614610577844136,8,4,2,100,0
29,296,189.00560418564825,71.8386804778363,45.997922658289056,56.33889305968312,100.19982598500444,23.824630671168016,62.41443514600335,16.404154530927244,4,5,3,100,0
30,23,125.214882540142,116.0836331560294,123.61812463299808,79.75209993180094,42.677173491244616,-9.708964494954872,30.72828463416432,19.956068435883573,9,8,3,62.810556405187626,1
31,303,43.29361310624446,14.792637454191194,13.484773240736336,13.215619730432271,84.56454936980671,14.94242760313115,99.1482236921047,15.485415599743694,14,5,0,100,0
32,85,28.067822073700665,34.999365750116795,92.94475125000749,7.271121434459172,269.7368489425164,11.558236069445584,35.048499437061544,4.426809039326405,11,1,2,71.2177377460239,1
33,32,5.00146517988993,177.938745065512,121.89231720215288,18.780777755756905,47.817932538551325,25.293592838376647,80.49762891828561,14.95956137522495,6,3,2,61.743040630061515,1
34,474,262.0602792735644,121.73750557656015,84.37167847349937,74.60863228216274,98.76631830203462,9.131933016668285,38.16721541397034,10.743072486381646,9,8,4,100,0
35,482,70.94247367160837,190.0568100340971,3.825270124746072,59.16804195320016,139.39209315010217,38.82875159435812,38.17380358808065,9.01619151406878,12,3,2,100,0
36,404,63.452024784530416,199.75000687826335,197.10387138057308,54.059465396174886,254.133967047276,23.51015907782009,19.34766340308515,18.714569878145394,13,6,1,100,0
37,152,220.81062012781965,74.37202306661888,73.42315346810706,24.947989463176835,281.3139850958924,22.99591665712947,60.39062297169218,14.04185173839323,9,1,3,100,0
38,48,96.00483392621751,59.76061281665493,155.71543738665338,33.22365952468594,127.74309288997644,35.967057237899134,32.03491043153883,13.633861470879156,13,2,4,63.73041312536868,1
39,342,151.81340772355097,171.67121103181935,65.12929843749065,96.58850129433422,279.58621450605466,39.76024169491728,23.35552819818569,0.2351192945520042,11,2,1,100,0
40,220,48.75331958923689,199.72228540749083,95.00335139868376,24.06252267293857,48.437728457326365,-0.10896553689433652,30.400002506506013,17.301429827595662,13,8,3,100,0
41,61,287.92371643859076,125.92824684649146,77.6927285221993,90.16454232550883,47.05568756891112,30.5266571607364,32.59838413576269,15.866009548206222,12,13,2,86.94719162981355,0
42,247,255.4744200051712,159.02814450230446,68.50784590192154,58.05315044577366,284.77524589043935,-1.884025233898626,55.36751105075374,5.978837558608852,6,4,3,100,0
43,17,259.136886889501,156.3491717630549,4.370275441555749,12.32964663712478,152.90404005849936,12.852172652710497,44.73307329000061,5.842268250132174,8,3,2,77.75099304556346,1
44,454,122.03212457160156,71.06794164390939,72.0041875709007,46.7312378155068,55.77235060618618,-4.9907297833764925,16.794125291976407,1.069569201038001,13,3,3,100,0
45,129,228.70836411215183,114.85407605141744,177.89799807990602,94.8548717360876,146.39711117266856,21.16854892335824,58.2425724606275,1.0171284745735432,12,3,4,100,0
46,331,43.16284661693405,166.61138825284272,138.07866771873674,41.85655981373586,234.96334661371543,13.425908170253752,80.89727064298883,13.371890269233626,11,5,2,100,0
47,155,2.585700777534083,137.62277525221108,29.08457181908797,86.33865647893623,248.0761097170571,21.434947416285752,61.68116448045958,3.724752258155588,6,8,1,100,0
48,260,5.991879773408437,4.232762796407652,118.23100092454784,25.64286946517077,259.1907769947727,23.898037630770652,97.70862270265935,18.47095699677101,8,3,3,100,0
49,273,175.98052122136812,67.3411337795067,178.4461719897743,57.0922151800373,170.87127092622555,20.9716125015619,18.923518733002425,16.84808856049905,8,6,1,100,0
50,92,136.61847157438223,28.89513931892107,140.00680819297108,84.38520582019737,260.0838043103641,4.701456130368657,83.90371030822985,6.977703200643674,16,6,5,90.81340692484429,0
51,484,155.40460467255593,46.594442415607816,29.736878471339345,92.06884411696954,153.0090626409764,31.847957862183435,55.51234029075998,7.601371036248709,14,6,1,100,0
52,387,2.2389421251658215,181.09789549826513,173.56649934689935,48.58233671513007,182.1179707173232,17.584309968756205,56.94356597907053,6.545531217095613,7,7,2,100,0
53,469,126.80598589722771,7.37865778215363,60.30880265777307,63.968810214542906,227.6159406814936,14.492558660840157,56.71899411845936,1.847898263835186,8,4,2,100,0
54,447,215.42044836025823,43.960142392384746,90.81522886246836,0.29801307823309475,127.63058781315254,39.35319021174372,39.27869451168746,0.628603153004359,6,7,1,100,0
55,298,132.80811059023077,61.91387044764629,105.22855193782928,25.32233075133896,22.074446141632432,4.175395335323843,39.20995128162272,9.042663166797947,11,4,3,100,0
56,460,219.66576189366668,123.37681439327896,170.10132087563906,27.871210374694577,105.04990705730928,16.401515244758656,66.86600559782283,18.860802289829888,10,5,1,100,0
57,44,69.90568931905044,106.8203380171731,186.32149902953225,9.34930116544308,187.1832650387881,24.116228930399572,14.028857684480478,18.344986416382703,8,5,2,77.32339254089267,1
58,97,243.94260134451764,43.65389657067722,185.9305755581112,27.969501335697665,57.69971089184306,-3.738703353338321,62.99074407716231,16.19677482242729,7,5,5,87.66106894978486,0
59,22,176.52937213603568,32.84821344463089,1.590836255708128,32.112203305813914,44.515609049892014,7.711986207326767,75.21316463898239,12.571898548860094,11,9,4,36.20873369715182,3
60,162,63.22892982897187,47.359606919223765,184.37769711709143,96.87660395681932,87.92416337743128,30.084435799866306,42.06936641278762,17.124448133828977,7,4,0,94.30793603184009,0
61,194,71.01614275614988,100.50592534033112,10.877393200314469,66.86023805608376,9.633438683346409,1.837911729991502,29.562124551367,10.301370354631285,10,4,1,90.29152378404268,0
62,135,188.4091393708611,54.23555714224069,53.15473136348707,42.600507941634426,223.02686942607593,14.664518245180332,29.2048221450614,3.6032026604126344,10,4,3,99.225179562377,0
63,414,248.981877963733,189.52050032154443,102.99757094556658,98.80544606955092,77.61468065650163,21.531530299148553,17.36556880101094,13.683406955784635,13,6,1,100,0
64,178,124.68833460874656,92.77304428576952,95.9851378008788,15.32323202346112,37.27151899097986,23.558117665380003,18.074738728576747,18.412920703569903,6,4,2,96.52971668397836,0
65,140,77.49012873827766,11.759203308927413,120.9419587774784,47.605119393048454,209.7388247890306,26.415522102391293,25.001908137513343,0.3921019481149357,9,7,1,86.34898311249837,0
66,271,260.10348207318015,145.85328116732668,95.88924574740116,64.70622070490494,252.87840376298635,33.298865852147216,11.72556145477784,5.028881044158615,13,4,2,100,0
67,70,200.7804875252505,65.76905764179793,186.87513592808415,5.558063448407702,5.962678758533535,9.642972151681882,33.961186677176585,5.308763825425428,11,6,1,73.18459186932581,1
68,401,134.42564618492295,130.6977864116495,48.1097696429174,71.69988580831188,70.07993122236745,25.331596298192807,37.576164632316406,1.9807907723252185,14,4,4,100,0
69,37,146.37005858379055,55.9188741046464,54.80493880769717,9.98673529219899,283.56969746087503,26.60873238851258,99.56991280205176,4.509884427970987,6,8,1,69.78424678191695,1
70,493,61.27694038091892,114.14874834666398,184.14758713861124,14.028230859967694,115.57624077983256,5.013706506349511,99.25189638905128,7.679641558228376,9,0,1,100,0
71,386,188.04078901945317,154.43050096149292,15.347902749051244,15.968951246208407,281.5776190145794,38.40789751058206,26.83439621533763,18.79670849696648,5,6,3,100,0
72,99,107.6227531628666,185.6017483549108,121.91216438096195,92.88898266555178,82.26376151120321,33.2609586761031,29.1728942287232,17.20531538253593,11,8,3,100,0
73,2,298.6935530023048,52.22542888661541,136.34719041312215,68.32355451381677,65.4202906715796,4.493066434978202,54.27157335043893,18.920124485252337,13,5,2,63.56502493424341,1
74,407,144.05505457856634,66.97139019979623,101.1083446859479,65.54275011031041,64.23252351839876,23.75343383434938,23.390590036393917,2.411435534446784,8,7,1,100,0
75,353,145.76568185688396,92.85328405718792,138.84637576462745,55.549349646499216,25.56859812748148,25.8900317229647,55.363546734237254,0.5609692323851334,20,7,5,100,0
76,364,169.75553622320157,185.43496754719777,34.5509292023934,29.280599869510283,268.9296865527377,11.574181813768966,45.94507343245669,2.1976632882221003,10,3,1,100,0
77,385,275.026800935624,180.27737136213145,170.52644655430797,62.08897045993515,293.95050678987036,33.18716429704832,39.21606019448852,18.28591269705254,5,2,1,100,0
78,37,240.24542995792507,17.975656020127605,28.00513789397712,41.01497198886398,286.3526421814914,24.511467675451986,84.03446537287977,3.1497727707110124,11,5,1,70.82983654461349,1
79,179,135.33902093935242,26.385965150762168,80.16248886314995,14.541615009261488,255.6084419481822,22.90773425763591,84.53059299937519,11.452734131450498,7,8,0,100,0
80,57,215.6097797918388,99.10183546612764,15.05152026164116,68.95972903277331,254.06637229529255,1.0420186142359107,98.9100520285354,4.551647397215239,8,7,3,88.84179640793835,0
81,431,175.8706496342285,21.323854561084698,109.04221576348004,12.958216792992271,198.3256401506963,10.392115567479124,30.077930267342403,0.41270849833598966,3,1,2,100,0
82,311,147.7101146103747,69.1161746697395,133.94916148512783,19.06685810211732,247.86411358518407,11.696124456617492,89.94497474293715,1.6924268428515532,9,2,1,100,0
83,165,57.69473183530515,29.67707564349553,188.24432701905812,81.7699311847606,62.502709302914326,26.68305482895103,58.40613367065379,14.195940459328265,13,6,1,88.4588424671483,0
84,31,139.18087903646727,127.20807102637716,147.86723917920017,66.0117096125154,116.37378911613855,20.919727262877625,63.23134881991168,3.6473290402667824,15,3,2,77.38979014682812,1
85,155,73.74557610677239,189.8990863478323,108.22058329083022,63.09911542136424,192.2508879884244,-5.706970468686647,90.66638928992737,4.582784108669589,11,11,1,100,0
86,162,274.4526449554964,199.3467540588763,186.52340343406675,41.82027843427241,262.4313997684789,5.384897594362002,94.8367716740488,7.545130016473715,18,8,3,100,0
87,364,100.62204404890409,75.04822649938296,95.68736760817532,39.62805182393711,198.1408387106351,13.652375223077277,75.41301319305735,13.144831202723468,10,3,2,100,0
88,318,285.6792043600117,119.80252742292244,112.24113061977388,69.02626091854012,251.70658750026175,26.836647292849648,41.30581887416115,9.387447859193326,12,6,4,100,0
89,443,159.91658702841335,171.25353070481626,119.21970553401916,74.00055386090457,142.18485475478923,27.178456503983703,54.07011907016548,18.892204319875393,11,6,5,100,0
90,236,189.4633136028481,23.492414559276796,81.99594517731337,51.02132023643106,215.19112131151329,14.52716542858184,65.35484776486989,8.683643814793268,11,10,1,100,0
91,59,162.88213334679833,137.912882210393,167.69653811316482,96.92692443485262,293.994241912526,-4.15338088696612,84.57760350874872,3.982618403949434,12,7,2,100,0
92,356,38.81418509001027,81.76873234501365,37.03518776901183,95.5699558918872,46.046567138927315,4.645170168641952,69.21529348397999,10.72285678818016,8,8,3,100,0
93,380,112.74636570238228,41.229232056032814,110.9684380743216,41.24294900127586,278.076207694767,2.734619112353462,42.89028550188608,9.01779230189734,10,3,1,100,0
94,280,29.74383368328718,80.5507237494884,144.4466512374388,82.06222542831536,156.70918435257082,29.05132051541206,47.6092406224265,15.742766770700596,6,4,1,100,0
95,385,186.88621325501452,15.192057392983372,180.79523437531543,54.32678415984154,192.9654092190174,-1.0006842997173209,14.539393183534733,18.70242461078965,13,1,5,100,0
96,246,134.06225856013168,139.08142971786114,176.7836792868557,51.17558875571745,263.36070207315385,13.24606111975961,93.18410743934224,16.725904560730147,12,4,1,100,0
97,261,233.39549147128105,50.54853374969062,101.7480578860284,5.4964061378651845,122.89625176569508,23.535940175719503,17.93071119965439,7.780794498518844,13,6,4,100,0
98,213,66.14114429981095,62.2811290089756,128.63229023266834,57.397471046831015,125.6077724670152,38.23930764750185,62.193771161699026,4.322322445827194,7,3,2,100,0
99,12,49.369817528800475,24.21625964829255,78.84754722586021,90.05779305631646,158.1545509041301,39.962029011222,88.44866931149396,18.28977874027855,8,4,0,38.88361177239266,3
100,53,121.89966928913034,172.93182277797834,93.63555257604006,78.0133849195092,5.730625349055174,37.64610717777195,47.87787245635064,7.71879302874336,8,6,3,74.5290875616636,1
